rank,industry,product_name,brand,price,user_rating,user_reviews,category,price_band,rating_tier
1682,,"DIPBROW Waterproof, Smudge Proof Brow Pomade",Anastasia Beverly Hills,21.0,4.6701,11158,Makeup,Budget ($0-25),Top Rated (4.5-5)
1683,,Eye Shadow Singles,Anastasia Beverly Hills,12.0,4.4696,790,Makeup,Budget ($0-25),Top Rated (4.5-5)
1684,,Liquid Lipstick,Anastasia Beverly Hills,20.0,3.8268,4238,Makeup,Budget ($0-25),Average (3-3.9)
1685,,Modern Renaissance Eye Shadow Palette,Anastasia Beverly Hills,45.0,4.7931,9133,Makeup,Mid ($26-50),Top Rated (4.5-5)
1686,,Soft Glam Eyeshadow Palette,Anastasia Beverly Hills,45.0,4.7068,2858,Makeup,Mid ($26-50),Top Rated (4.5-5)
1687,,Contour Kit,Anastasia Beverly Hills,40.0,4.0975,2399,Makeup,Mid ($26-50),Good (4-4.4)
1688,,Brow Definer 3-in-1 Triangle Tip,Anastasia Beverly Hills,26.0,4.0746,4127,Makeup,Mid ($26-50),Good (4-4.4)
1689,,Lip Gloss,Anastasia Beverly Hills,16.0,4.4551,1672,Makeup,Budget ($0-25),Top Rated (4.5-5)
1690,,Sun Dipped Glow Kit,Anastasia Beverly Hills,40.0,4.7197,2176,Makeup,Mid ($26-50),Top Rated (4.5-5)
1691,,Strong Hold Clear Brow Gel,Anastasia Beverly Hills,22.0,4.4206,4826,Makeup,Budget ($0-25),Top Rated (4.5-5)
1692,,Ombre Effect Long Wearing Brow Powder Duo,Anastasia Beverly Hills,23.0,4.695,5086,Makeup,Budget ($0-25),Top Rated (4.5-5)
1693,,Brow Freeze Extreme Hold Laminated-Look Sculpting Wax,Anastasia Beverly Hills,23.0,3.9071,2293,Makeup,Budget ($0-25),Good (4-4.4)
1694,,Brush 12 Precision Brow Brush for Pomades & Gels,Anastasia Beverly Hills,18.0,4.7427,1551,Makeup,Budget ($0-25),Top Rated (4.5-5)
1695,,Sugar Glow Kit,Anastasia Beverly Hills,40.0,4.6467,917,Makeup,Mid ($26-50),Top Rated (4.5-5)
1696,,Mini Strong Hold Clear Brow Gel,Anastasia Beverly Hills,9.0,4.1889,90,Makeup,Budget ($0-25),Good (4-4.4)
1697,,Brush 7B Precision Brow Brush for Powders,Anastasia Beverly Hills,18.0,4.6818,1122,Makeup,Budget ($0-25),Top Rated (4.5-5)
1698,,Stick Foundation,Anastasia Beverly Hills,25.0,3.4315,1868,Makeup,Budget ($0-25),Average (3-3.9)
1699,,Norvina False Lashes,Anastasia Beverly Hills,12.0,4.259,749,Makeup,Budget ($0-25),Good (4-4.4)
1700,,Tinted Brow Gel,Anastasia Beverly Hills,22.0,4.1864,2640,Makeup,Budget ($0-25),Good (4-4.4)
1701,,DIPBROW Gel,Anastasia Beverly Hills,20.0,3.7853,1076,Makeup,Budget ($0-25),Average (3-3.9)
1702,,Matte & Satin Velvet Lipstick,Anastasia Beverly Hills,23.0,4.6062,1427,Makeup,Budget ($0-25),Top Rated (4.5-5)
1703,,Blush Trio,Anastasia Beverly Hills,30.0,4.6617,470,Makeup,Mid ($26-50),Top Rated (4.5-5)
1704,,Pro Pencil,Anastasia Beverly Hills,18.0,4.0611,360,Makeup,Budget ($0-25),Good (4-4.4)
1705,,DIPBROW Gel - Mini,Anastasia Beverly Hills,9.0,3.3403,573,Makeup,Budget ($0-25),Average (3-3.9)
1706,,Luminous Foundation,Anastasia Beverly Hills,38.0,4.1304,1902,Makeup,Mid ($26-50),Good (4-4.4)
1707,,Perfect Brow Pencil,Anastasia Beverly Hills,23.0,4.4411,2156,Makeup,Budget ($0-25),Top Rated (4.5-5)
1708,,Lip Liner,Anastasia Beverly Hills,18.0,4.6577,1335,Makeup,Budget ($0-25),Top Rated (4.5-5)
1709,,Norvina Pro Pigment Palette Vol. 3 for Face & Body,Anastasia Beverly Hills,60.0,4.601,193,Makeup,Premium ($51-100),Top Rated (4.5-5)
1710,,Superfine Micro-Stroking Detail Brow Pen,Anastasia Beverly Hills,22.0,3.9654,866,Makeup,Budget ($0-25),Good (4-4.4)
1711,,Dewy Set Setting Spray,Anastasia Beverly Hills,26.0,4.2373,316,Makeup,Mid ($26-50),Good (4-4.4)
1712,,Norvina Pro Pigment Palette Vol. 1 for Face & Body,Anastasia Beverly Hills,60.0,4.7151,179,Makeup,Premium ($51-100),Top Rated (4.5-5)
1713,,Mini Soft Glam II Eye Shadow Palette,Anastasia Beverly Hills,29.0,4.3553,76,Makeup,Mid ($26-50),Good (4-4.4)
1714,,Brush #14,Anastasia Beverly Hills,18.0,4.3528,326,Makeup,Budget ($0-25),Good (4-4.4)
1715,,Powder Bronzer,Anastasia Beverly Hills,28.0,4.5012,433,Makeup,Mid ($26-50),Top Rated (4.5-5)
1716,,A23 Pro Brush – Large Tapered Blending Brush,Anastasia Beverly Hills,25.0,4.0303,330,Makeup,Budget ($0-25),Good (4-4.4)
1717,,Stick Cream Blush,Anastasia Beverly Hills,32.0,4.6228,729,Makeup,Mid ($26-50),Top Rated (4.5-5)
1718,,Norvina Pro Pigment Palette Vol. 2 for Face & Body,Anastasia Beverly Hills,60.0,4.5,116,Makeup,Premium ($51-100),Top Rated (4.5-5)
1719,,Norvina Pro Pigment Palette Vol. 4 for Face & Body,Anastasia Beverly Hills,60.0,4.5069,144,Makeup,Premium ($51-100),Top Rated (4.5-5)
1720,,Magic Touch Concealer,Anastasia Beverly Hills,29.0,4.551,2717,Makeup,Mid ($26-50),Top Rated (4.5-5)
1721,,Highlighting Duo Pencil,Anastasia Beverly Hills,23.0,4.4611,501,Makeup,Budget ($0-25),Top Rated (4.5-5)
1722,,Cream Bronzer,Anastasia Beverly Hills,35.0,4.5417,707,Makeup,Mid ($26-50),Top Rated (4.5-5)
1723,,Norvina Pro Pigment Palette Vol. 5 for Face & Body,Anastasia Beverly Hills,60.0,4.8206,457,Makeup,Premium ($51-100),Top Rated (4.5-5)
1724,,Contour & Highlight Stick,Anastasia Beverly Hills,25.0,3.8262,351,Makeup,Budget ($0-25),Average (3-3.9)
1725,,Classic Stencils,Anastasia Beverly Hills,20.0,3.4681,658,Tools & Brushes,Budget ($0-25),Average (3-3.9)
1726,,Lip Primer,Anastasia Beverly Hills,16.0,4.1481,270,Makeup,Budget ($0-25),Good (4-4.4)
1727,,Norvina Mini Pro Pigment Palette Vol. 2 for Face & Body,Anastasia Beverly Hills,29.0,4.3269,364,Makeup,Mid ($26-50),Good (4-4.4)
1728,,Waterproof Crème Color,Anastasia Beverly Hills,18.0,3.4277,346,Makeup,Budget ($0-25),Average (3-3.9)
1729,,Tweezers,Anastasia Beverly Hills,28.0,4.4991,527,Tools & Brushes,Mid ($26-50),Top Rated (4.5-5)
1730,,Brow Freeze Applicator,Anastasia Beverly Hills,17.0,4.2,290,Makeup,Budget ($0-25),Good (4-4.4)
1731,,Insta Brow Set,Anastasia Beverly Hills,25.0,3.8846,26,Makeup,Budget ($0-25),Average (3-3.9)
1732,,Norvina Mini Pro Pigment Palette Vol. 3 for Face & Body,Anastasia Beverly Hills,29.0,4.4737,114,Mini Size,Mid ($26-50),Top Rated (4.5-5)
1733,,Loose Setting Powder,Anastasia Beverly Hills,38.0,4.534,824,Makeup,Mid ($26-50),Top Rated (4.5-5)
1734,,Baomint Protect + Shine Oil Blend,adwoa beauty,24.0,4.5359,237,Hair,Budget ($0-25),Top Rated (4.5-5)
1735,,Baomint Protect + Shine Oil Blend,adwoa beauty,24.0,4.5359,237,Hair,Budget ($0-25),Top Rated (4.5-5)
1736,,Baomint Protect + Shine Oil Blend,adwoa beauty,24.0,4.5359,237,Hair,Budget ($0-25),Top Rated (4.5-5)
1737,,Melonberry Hair Milk Leave-In Conditioner,adwoa beauty,24.0,4.3826,1265,Hair,Budget ($0-25),Good (4-4.4)
1738,,Melonberry Hair Milk Leave-In Conditioner,adwoa beauty,24.0,4.3826,1265,Hair,Budget ($0-25),Good (4-4.4)
1739,,Melonberry Hair Milk Leave-In Conditioner,adwoa beauty,24.0,4.3826,1265,Hair,Budget ($0-25),Good (4-4.4)
1740,,Blue Tansy Reparative Conditioner,adwoa beauty,25.0,4.3495,186,Hair,Budget ($0-25),Good (4-4.4)
1741,,Blue Tansy Reparative Conditioner,adwoa beauty,25.0,4.3495,186,Hair,Budget ($0-25),Good (4-4.4)
1742,,Blue Tansy Reparative Conditioner,adwoa beauty,25.0,4.3495,186,Hair,Budget ($0-25),Good (4-4.4)
1743,,Blue Tansy Clarifying Gel Shampoo,adwoa beauty,25.0,4.3109,193,Hair,Budget ($0-25),Good (4-4.4)
1744,,Blue Tansy Clarifying Gel Shampoo,adwoa beauty,25.0,4.3109,193,Hair,Budget ($0-25),Good (4-4.4)
1745,,Blue Tansy Clarifying Gel Shampoo,adwoa beauty,25.0,4.3109,193,Hair,Budget ($0-25),Good (4-4.4)
1746,,Mini Baomint Deep Conditioning Treatment,adwoa beauty,15.0,4.2,5,Hair,Budget ($0-25),Good (4-4.4)
1747,,Mini Baomint Deep Conditioning Treatment,adwoa beauty,15.0,4.2,5,Hair,Budget ($0-25),Good (4-4.4)
1748,,Mini Baomint Deep Conditioning Treatment,adwoa beauty,15.0,4.2,5,Hair,Budget ($0-25),Good (4-4.4)
1749,,Baomint Moisturizing Shampoo,adwoa beauty,24.0,4.1324,136,Hair,Budget ($0-25),Good (4-4.4)
1750,,Baomint Moisturizing Shampoo,adwoa beauty,24.0,4.1324,136,Hair,Budget ($0-25),Good (4-4.4)
1751,,Baomint Moisturizing Shampoo,adwoa beauty,24.0,4.1324,136,Hair,Budget ($0-25),Good (4-4.4)
1752,,Blue Tansy Reparative Mask,adwoa beauty,40.0,4.7581,492,Hair,Mid ($26-50),Top Rated (4.5-5)
1753,,Blue Tansy Reparative Mask,adwoa beauty,40.0,4.7581,492,Hair,Mid ($26-50),Top Rated (4.5-5)
1754,,Blue Tansy Reparative Mask,adwoa beauty,40.0,4.7581,492,Hair,Mid ($26-50),Top Rated (4.5-5)
1755,,Blue Tansy Treatment Serum,adwoa beauty,36.0,4.6465,215,Hair,Mid ($26-50),Top Rated (4.5-5)
1756,,Blue Tansy Treatment Serum,adwoa beauty,36.0,4.6465,215,Hair,Mid ($26-50),Top Rated (4.5-5)
1757,,Blue Tansy Treatment Serum,adwoa beauty,36.0,4.6465,215,Hair,Mid ($26-50),Top Rated (4.5-5)
1758,,Blue Tansy Leave in Conditioning Styler,adwoa beauty,26.0,4.5762,210,Hair,Mid ($26-50),Top Rated (4.5-5)
1759,,Blue Tansy Leave in Conditioning Styler,adwoa beauty,26.0,4.5762,210,Hair,Mid ($26-50),Top Rated (4.5-5)
1760,,Blue Tansy Leave in Conditioning Styler,adwoa beauty,26.0,4.5762,210,Hair,Mid ($26-50),Top Rated (4.5-5)
1761,,Baomint Moisturizing Curl Defining Cream,adwoa beauty,32.0,4.5635,252,Hair,Mid ($26-50),Top Rated (4.5-5)
1762,,Baomint Moisturizing Curl Defining Cream,adwoa beauty,32.0,4.5635,252,Hair,Mid ($26-50),Top Rated (4.5-5)
1763,,Baomint Moisturizing Curl Defining Cream,adwoa beauty,32.0,4.5635,252,Hair,Mid ($26-50),Top Rated (4.5-5)
1764,,Baomint Deep Conditioning Treatment,adwoa beauty,39.0,4.5273,311,Hair,Mid ($26-50),Top Rated (4.5-5)
1765,,Baomint Deep Conditioning Treatment,adwoa beauty,39.0,4.5273,311,Hair,Mid ($26-50),Top Rated (4.5-5)
1766,,Baomint Deep Conditioning Treatment,adwoa beauty,39.0,4.5273,311,Hair,Mid ($26-50),Top Rated (4.5-5)
1767,,Baomint Moisturizing Curl Defining Gel,adwoa beauty,32.0,4.4188,234,Hair,Mid ($26-50),Top Rated (4.5-5)
1768,,Baomint Moisturizing Curl Defining Gel,adwoa beauty,32.0,4.4188,234,Hair,Mid ($26-50),Top Rated (4.5-5)
1769,,Baomint Moisturizing Curl Defining Gel,adwoa beauty,32.0,4.4188,234,Hair,Mid ($26-50),Top Rated (4.5-5)
1770,,Baomint Leave In Conditioning Styler,adwoa beauty,26.0,4.3472,144,Hair,Mid ($26-50),Good (4-4.4)
1771,,Baomint Leave In Conditioning Styler,adwoa beauty,26.0,4.3472,144,Hair,Mid ($26-50),Good (4-4.4)
1772,,Baomint Leave In Conditioning Styler,adwoa beauty,26.0,4.3472,144,Hair,Mid ($26-50),Good (4-4.4)
1773,,Mini Baomint Deluxe Travel Kit,adwoa beauty,56.0,4.7283,173,Hair,Premium ($51-100),Top Rated (4.5-5)
1774,,Mini Baomint Deluxe Travel Kit,adwoa beauty,56.0,4.7283,173,Hair,Premium ($51-100),Top Rated (4.5-5)
1775,,Mini Baomint Deluxe Travel Kit,adwoa beauty,56.0,4.7283,173,Hair,Premium ($51-100),Top Rated (4.5-5)
1776,,Baomint Deep Conditioning Treatment,adwoa beauty,39.0,4.5273,311,Hair,Mid ($26-50),Top Rated (4.5-5)
1777,,Blue Tansy Reparative Mask,adwoa beauty,40.0,4.7581,492,Hair,Mid ($26-50),Top Rated (4.5-5)
1778,,Baomint Leave In Conditioning Styler,adwoa beauty,26.0,4.3472,144,Hair,Mid ($26-50),Good (4-4.4)
1779,,Blue Tansy Leave in Conditioning Styler,adwoa beauty,26.0,4.5762,210,Hair,Mid ($26-50),Top Rated (4.5-5)
1780,,Baomint Moisturizing Shampoo,adwoa beauty,24.0,4.1324,136,Hair,Budget ($0-25),Good (4-4.4)
1781,,Blue Tansy Clarifying Gel Shampoo,adwoa beauty,25.0,4.3109,193,Hair,Budget ($0-25),Good (4-4.4)
1782,,Melonberry Hair Milk Leave-In Conditioner,adwoa beauty,24.0,4.3826,1265,Hair,Budget ($0-25),Good (4-4.4)
1783,,Baomint Protect + Shine Oil Blend,adwoa beauty,24.0,4.5359,237,Hair,Budget ($0-25),Top Rated (4.5-5)
1784,,Baomint Moisturizing Curl Defining Cream,adwoa beauty,32.0,4.5635,252,Hair,Mid ($26-50),Top Rated (4.5-5)
1785,,Blue Tansy Treatment Serum,adwoa beauty,36.0,4.6465,215,Hair,Mid ($26-50),Top Rated (4.5-5)
1786,,Baomint Moisturizing Curl Defining Gel,adwoa beauty,32.0,4.4188,234,Hair,Mid ($26-50),Top Rated (4.5-5)
1787,,Blue Tansy Reparative Conditioner,adwoa beauty,25.0,4.3495,186,Hair,Budget ($0-25),Good (4-4.4)
1788,,Mini Baomint Deep Conditioning Treatment,adwoa beauty,15.0,4.2,5,Hair,Budget ($0-25),Good (4-4.4)
1789,,Mini Baomint Deluxe Travel Kit,adwoa beauty,56.0,4.7283,173,Hair,Premium ($51-100),Top Rated (4.5-5)
1790,,Baomint Deep Conditioning Treatment,adwoa beauty,39.0,4.5273,311,Hair,Mid ($26-50),Top Rated (4.5-5)
1791,,Blue Tansy Reparative Mask,adwoa beauty,40.0,4.7581,492,Hair,Mid ($26-50),Top Rated (4.5-5)
1792,,Baomint Leave In Conditioning Styler,adwoa beauty,26.0,4.3472,144,Hair,Mid ($26-50),Good (4-4.4)
1793,,Blue Tansy Leave in Conditioning Styler,adwoa beauty,26.0,4.5762,210,Hair,Mid ($26-50),Top Rated (4.5-5)
1794,,Baomint Moisturizing Shampoo,adwoa beauty,24.0,4.1324,136,Hair,Budget ($0-25),Good (4-4.4)
1795,,Blue Tansy Clarifying Gel Shampoo,adwoa beauty,25.0,4.3109,193,Hair,Budget ($0-25),Good (4-4.4)
1796,,Melonberry Hair Milk Leave-In Conditioner,adwoa beauty,24.0,4.3826,1265,Hair,Budget ($0-25),Good (4-4.4)
1797,,Baomint Protect + Shine Oil Blend,adwoa beauty,24.0,4.5359,237,Hair,Budget ($0-25),Top Rated (4.5-5)
1798,,Baomint Moisturizing Curl Defining Cream,adwoa beauty,32.0,4.5635,252,Hair,Mid ($26-50),Top Rated (4.5-5)
1799,,Blue Tansy Treatment Serum,adwoa beauty,36.0,4.6465,215,Hair,Mid ($26-50),Top Rated (4.5-5)
1800,,Baomint Moisturizing Curl Defining Gel,adwoa beauty,32.0,4.4188,234,Hair,Mid ($26-50),Top Rated (4.5-5)
1801,,Blue Tansy Reparative Conditioner,adwoa beauty,25.0,4.3495,186,Hair,Budget ($0-25),Good (4-4.4)
1802,,Mini Baomint Deep Conditioning Treatment,adwoa beauty,15.0,4.2,5,Hair,Budget ($0-25),Good (4-4.4)
1803,,Mini Baomint Deluxe Travel Kit,adwoa beauty,56.0,4.7283,173,Hair,Premium ($51-100),Top Rated (4.5-5)
1804,,Mini Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,23.0,4.85,20,Mini Size,Budget ($0-25),Top Rated (4.5-5)
1805,,Mini Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,23.0,4.85,20,Mini Size,Budget ($0-25),Top Rated (4.5-5)
1806,,Mini Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,23.0,4.85,20,Mini Size,Budget ($0-25),Top Rated (4.5-5)
1807,,Mini Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,25.0,4.5806,31,Skincare,Budget ($0-25),Top Rated (4.5-5)
1808,,Mini Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,25.0,4.5806,31,Skincare,Budget ($0-25),Top Rated (4.5-5)
1809,,Mini Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,25.0,4.5806,31,Skincare,Budget ($0-25),Top Rated (4.5-5)
1810,,Pore Perfecting Liquid Exfoliator with 2% BHA + Borage,alpyn beauty,39.0,4.9231,91,Skincare,Mid ($26-50),Top Rated (4.5-5)
1811,,Pore Perfecting Liquid Exfoliator with 2% BHA + Borage,alpyn beauty,39.0,4.9231,91,Skincare,Mid ($26-50),Top Rated (4.5-5)
1812,,Pore Perfecting Liquid Exfoliator with 2% BHA + Borage,alpyn beauty,39.0,4.9231,91,Skincare,Mid ($26-50),Top Rated (4.5-5)
1813,,Juneberry & Collagen Hydrating Cold Cream Cleanser,alpyn beauty,39.0,4.895,238,Skincare,Mid ($26-50),Top Rated (4.5-5)
1814,,Juneberry & Collagen Hydrating Cold Cream Cleanser,alpyn beauty,39.0,4.895,238,Skincare,Mid ($26-50),Top Rated (4.5-5)
1815,,Juneberry & Collagen Hydrating Cold Cream Cleanser,alpyn beauty,39.0,4.895,238,Skincare,Mid ($26-50),Top Rated (4.5-5)
1816,,Peel and Plump Skin-Smoothing Duo,alpyn beauty,49.0,4.8889,18,Skincare,Mid ($26-50),Top Rated (4.5-5)
1817,,Peel and Plump Skin-Smoothing Duo,alpyn beauty,49.0,4.8889,18,Skincare,Mid ($26-50),Top Rated (4.5-5)
1818,,Peel and Plump Skin-Smoothing Duo,alpyn beauty,49.0,4.8889,18,Skincare,Mid ($26-50),Top Rated (4.5-5)
1819,,Triple Vitamin C Brightening Bounce Cream Moisturizer,alpyn beauty,49.0,4.5422,225,Skincare,Mid ($26-50),Top Rated (4.5-5)
1820,,Triple Vitamin C Brightening Bounce Cream Moisturizer,alpyn beauty,49.0,4.5422,225,Skincare,Mid ($26-50),Top Rated (4.5-5)
1821,,Triple Vitamin C Brightening Bounce Cream Moisturizer,alpyn beauty,49.0,4.5422,225,Skincare,Mid ($26-50),Top Rated (4.5-5)
1822,,Willow & Sweet Agave Plumping Lip Mask,alpyn beauty,28.0,4.5405,148,Skincare,Mid ($26-50),Top Rated (4.5-5)
1823,,Willow & Sweet Agave Plumping Lip Mask,alpyn beauty,28.0,4.5405,148,Skincare,Mid ($26-50),Top Rated (4.5-5)
1824,,Willow & Sweet Agave Plumping Lip Mask,alpyn beauty,28.0,4.5405,148,Skincare,Mid ($26-50),Top Rated (4.5-5)
1825,,Creamy Bubbling Cleanser with Vitamin C & AHAs,alpyn beauty,36.0,4.3832,167,Skincare,Mid ($26-50),Good (4-4.4)
1826,,Creamy Bubbling Cleanser with Vitamin C & AHAs,alpyn beauty,36.0,4.3832,167,Skincare,Mid ($26-50),Good (4-4.4)
1827,,Creamy Bubbling Cleanser with Vitamin C & AHAs,alpyn beauty,36.0,4.3832,167,Skincare,Mid ($26-50),Good (4-4.4)
1828,,Wild Nettle & Niacinamide Instant Firming Serum,alpyn beauty,58.0,4.7631,287,Skincare,Premium ($51-100),Top Rated (4.5-5)
1829,,Wild Nettle & Niacinamide Instant Firming Serum,alpyn beauty,58.0,4.7631,287,Skincare,Premium ($51-100),Top Rated (4.5-5)
1830,,Wild Nettle & Niacinamide Instant Firming Serum,alpyn beauty,58.0,4.7631,287,Skincare,Premium ($51-100),Top Rated (4.5-5)
1831,,Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,56.0,4.6801,347,Skincare,Premium ($51-100),Top Rated (4.5-5)
1832,,Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,56.0,4.6801,347,Skincare,Premium ($51-100),Top Rated (4.5-5)
1833,,Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,56.0,4.6801,347,Skincare,Premium ($51-100),Top Rated (4.5-5)
1834,,Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,60.0,4.514,465,Skincare,Premium ($51-100),Top Rated (4.5-5)
1835,,Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,60.0,4.514,465,Skincare,Premium ($51-100),Top Rated (4.5-5)
1836,,Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,60.0,4.514,465,Skincare,Premium ($51-100),Top Rated (4.5-5)
1837,,Vitamin C & Bearberry Instant Glow Serum,alpyn beauty,59.0,4.503,167,Skincare,Premium ($51-100),Top Rated (4.5-5)
1838,,Vitamin C & Bearberry Instant Glow Serum,alpyn beauty,59.0,4.503,167,Skincare,Premium ($51-100),Top Rated (4.5-5)
1839,,Vitamin C & Bearberry Instant Glow Serum,alpyn beauty,59.0,4.503,167,Skincare,Premium ($51-100),Top Rated (4.5-5)
1840,,Line-Filling Eye Cream with Bakuchiol and Caffeine,alpyn beauty,62.0,4.3206,262,Skincare,Premium ($51-100),Good (4-4.4)
1841,,Line-Filling Eye Cream with Bakuchiol and Caffeine,alpyn beauty,62.0,4.3206,262,Skincare,Premium ($51-100),Good (4-4.4)
1842,,Line-Filling Eye Cream with Bakuchiol and Caffeine,alpyn beauty,62.0,4.3206,262,Skincare,Premium ($51-100),Good (4-4.4)
1843,,Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,60.0,4.514,465,Skincare,Premium ($51-100),Top Rated (4.5-5)
1844,,Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,56.0,4.6801,347,Skincare,Premium ($51-100),Top Rated (4.5-5)
1845,,Wild Nettle & Niacinamide Instant Firming Serum,alpyn beauty,58.0,4.7631,287,Skincare,Premium ($51-100),Top Rated (4.5-5)
1846,,Line-Filling Eye Cream with Bakuchiol and Caffeine,alpyn beauty,62.0,4.3206,262,Skincare,Premium ($51-100),Good (4-4.4)
1847,,Juneberry & Collagen Hydrating Cold Cream Cleanser,alpyn beauty,39.0,4.895,238,Skincare,Mid ($26-50),Top Rated (4.5-5)
1848,,Triple Vitamin C Brightening Bounce Cream Moisturizer,alpyn beauty,49.0,4.5422,225,Skincare,Mid ($26-50),Top Rated (4.5-5)
1849,,Creamy Bubbling Cleanser with Vitamin C & AHAs,alpyn beauty,36.0,4.3832,167,Skincare,Mid ($26-50),Good (4-4.4)
1850,,Vitamin C & Bearberry Instant Glow Serum,alpyn beauty,59.0,4.503,167,Skincare,Premium ($51-100),Top Rated (4.5-5)
1851,,Willow & Sweet Agave Plumping Lip Mask,alpyn beauty,28.0,4.5405,148,Skincare,Mid ($26-50),Top Rated (4.5-5)
1852,,Pore Perfecting Liquid Exfoliator with 2% BHA + Borage,alpyn beauty,39.0,4.9231,91,Skincare,Mid ($26-50),Top Rated (4.5-5)
1853,,Mini Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,25.0,4.5806,31,Skincare,Budget ($0-25),Top Rated (4.5-5)
1854,,Mini Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,23.0,4.85,20,Mini Size,Budget ($0-25),Top Rated (4.5-5)
1855,,Peel and Plump Skin-Smoothing Duo,alpyn beauty,49.0,4.8889,18,Skincare,Mid ($26-50),Top Rated (4.5-5)
1856,,Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,60.0,4.514,465,Skincare,Premium ($51-100),Top Rated (4.5-5)
1857,,Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,56.0,4.6801,347,Skincare,Premium ($51-100),Top Rated (4.5-5)
1858,,Wild Nettle & Niacinamide Instant Firming Serum,alpyn beauty,58.0,4.7631,287,Skincare,Premium ($51-100),Top Rated (4.5-5)
1859,,Line-Filling Eye Cream with Bakuchiol and Caffeine,alpyn beauty,62.0,4.3206,262,Skincare,Premium ($51-100),Good (4-4.4)
1860,,Juneberry & Collagen Hydrating Cold Cream Cleanser,alpyn beauty,39.0,4.895,238,Skincare,Mid ($26-50),Top Rated (4.5-5)
1861,,Triple Vitamin C Brightening Bounce Cream Moisturizer,alpyn beauty,49.0,4.5422,225,Skincare,Mid ($26-50),Top Rated (4.5-5)
1862,,Creamy Bubbling Cleanser with Vitamin C & AHAs,alpyn beauty,36.0,4.3832,167,Skincare,Mid ($26-50),Good (4-4.4)
1863,,Vitamin C & Bearberry Instant Glow Serum,alpyn beauty,59.0,4.503,167,Skincare,Premium ($51-100),Top Rated (4.5-5)
1864,,Willow & Sweet Agave Plumping Lip Mask,alpyn beauty,28.0,4.5405,148,Skincare,Mid ($26-50),Top Rated (4.5-5)
1865,,Pore Perfecting Liquid Exfoliator with 2% BHA + Borage,alpyn beauty,39.0,4.9231,91,Skincare,Mid ($26-50),Top Rated (4.5-5)
1866,,Mini Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,25.0,4.5806,31,Skincare,Budget ($0-25),Top Rated (4.5-5)
1867,,Mini Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,23.0,4.85,20,Mini Size,Budget ($0-25),Top Rated (4.5-5)
1868,,Peel and Plump Skin-Smoothing Duo,alpyn beauty,49.0,4.8889,18,Skincare,Mid ($26-50),Top Rated (4.5-5)
1869,,Mini Perk Up Plus Extended Clean Dry Shampoo,amika,16.0,4.375,8,Hair,Budget ($0-25),Good (4-4.4)
1870,,Mini Perk Up Plus Extended Clean Dry Shampoo,amika,16.0,4.375,8,Hair,Budget ($0-25),Good (4-4.4)
1871,,Mini Perk Up Plus Extended Clean Dry Shampoo,amika,16.0,4.375,8,Hair,Budget ($0-25),Good (4-4.4)
1872,,Normcore Hydrating Conditioner,amika,23.0,3.6875,64,Hair,Budget ($0-25),Average (3-3.9)
1873,,Normcore Hydrating Conditioner,amika,23.0,3.6875,64,Hair,Budget ($0-25),Average (3-3.9)
1874,,Normcore Hydrating Conditioner,amika,23.0,3.6875,64,Hair,Budget ($0-25),Average (3-3.9)
1875,,Vault Conditioner for Color-Treated Hair,amika,23.0,3.6429,42,Hair,Budget ($0-25),Average (3-3.9)
1876,,Vault Conditioner for Color-Treated Hair,amika,23.0,3.6429,42,Hair,Budget ($0-25),Average (3-3.9)
1877,,Vault Conditioner for Color-Treated Hair,amika,23.0,3.6429,42,Hair,Budget ($0-25),Average (3-3.9)
1878,,Vault Sulfate Free Shampoo for Color-Treated Hair,amika,23.0,3.5507,69,Hair,Budget ($0-25),Average (3-3.9)
1879,,Vault Sulfate Free Shampoo for Color-Treated Hair,amika,23.0,3.5507,69,Hair,Budget ($0-25),Average (3-3.9)
1880,,Vault Sulfate Free Shampoo for Color-Treated Hair,amika,23.0,3.5507,69,Hair,Budget ($0-25),Average (3-3.9)
1881,,Mini Perk Up Talc-Free Dry Shampoo,amika,15.0,3.4286,7,Hair,Budget ($0-25),Average (3-3.9)
